0.5870000000,0.0000000000
0.5869807481,-0.0066680908
0.5869229987,-0.0133357443
0.5868267665,-0.0200025234
0.5866920760,-0.0266679917
0.5865189619,-0.0333317134
0.5863074681,-0.0399932540
0.5860576486,-0.0466521803
0.5857695670,-0.0533080609
0.5854432963,-0.0599604660
0.5850789193,-0.0666089684
0.5846765279,-0.0732531430
0.5842362236,-0.0798925675
0.5837581170,-0.0865268227
0.5832423276,-0.0931554924
0.5826889842,-0.0997781640
0.5820982242,-0.1063944285
0.5814701936,-0.1130038807
0.5808050472,-0.1196061198
0.5801029479,-0.1262007492
0.5793640669,-0.1327873767
0.5785885835,-0.1393656152
0.5777766846,-0.1459350822
0.5769285649,-0.1524954005
0.5760444267,-0.1590461984
0.5751244791,-0.1655871092
0.5741689388,-0.1721177724
0.5731780289,-0.1786378329
0.5721519793,-0.1851469417
0.5710910263,-0.1916447558
0.5699954124,-0.1981309386
0.5688653860,-0.2046051595
0.5677012014,-0.2110670947
0.5665031181,-0.2175164266
0.5652714012,-0.2239528445
0.5640063208,-0.2303760442
0.5627081516,-0.2367857283
0.5613771731,-0.2431816064
0.5600136691,-0.2495633949
0.5586179276,-0.2559308171
0.5571902404,-0.2622836034
0.5557309031,-0.2686214911
0.5542402146,-0.2749442248
0.5527184772,-0.2812515559
0.5511659959,-0.2875432430
0.5495830790,-0.2938190518
0.5479700368,-0.3000787550
0.5463271822,-0.3063221324
0.5446548305,-0.3125489709
0.5429532984,-0.3187590643
0.5412229047,-0.3249522136
0.5394639696,-0.3311282265
0.5376768147,-0.3372869178
0.5358617627,-0.3434281091
0.5340191371,-0.3495516289
0.5321492623,-0.3556573122
0.5302524634,-0.3617450010
0.5283290657,-0.3678145437
0.5263793947,-0.3738657955
0.5244037762,-0.3798986177
0.5224025357,-0.3859128784
0.5203759986,-0.3919084518
0.5183244898,-0.3978852184
0.5162483336,-0.4038430647
0.5141478537,-0.4097818835
0.5120233731,-0.4157015734
0.5098752136,-0.4216020389
0.5077036960,-0.4274831902
0.5055091399,-0.4333449433
0.5032918636,-0.4391872196
0.5010521840,-0.4450099461
0.4987904164,-0.4508130552
0.4965068745,-0.4565964843
0.4942018701,-0.4623601762
0.4918757134,-0.4681040786
0.4895287125,-0.4738281443
0.4871611736,-0.4795323306
0.4847734007,-0.4852165998
0.4823656958,-0.4908809187
0.4799383585,-0.4965252587
0.4774916861,-0.5021495954
0.4750259737,-0.5077539088
0.4725415139,-0.5133381832
0.4700385967,-0.5189024067
0.4675175097,-0.5244465715
0.4649785380,-0.5299706738
0.4624219638,-0.5354747133
0.4598480669,-0.5409586934
0.4572571243,-0.5464226212
0.4546494103,-0.5518665072
0.4520251963,-0.5572903650
0.4493847512,-0.5626942119
0.4467283407,-0.5680780679
0.4440562281,-0.5734419563
0.4413686734,-0.5787859033
0.4386659340,-0.5841099380
0.4359482643,-0.5894140921
0.4332159160,-0.5946984003
0.4304691375,-0.5999628995
0.4277081748,-0.6052076293
0.4249332704,-0.6104326319
0.4221446644,-0.6156379514
0.4193425936,-0.6208236346
0.4165272921,-0.6259897301
0.4136989910,-0.6311362887
0.4108579185,-0.6362633634
0.4080042998,-0.6413710088
0.4051383574,-0.6464592816
0.4022603106,-0.6515282402
0.3993703762,-0.6565779447
0.3964687678,-0.6616084568
0.3935556963,-0.6666198398
0.3906313698,-0.6716121587
0.3876959934,-0.6765854795
0.3847497695,-0.6815398700
0.3817928979,-0.6864753990
0.3788255752,-0.6913921368
0.3758479956,-0.6962901547
0.3728603504,-0.7011695253
0.3698628282,-0.7060303222
0.3668556150,-0.7108726198
0.3638388941,-0.7156964939
0.3608128461,-0.7205020210
0.3577776490,-0.7252892783
0.3547334782,-0.7300583441
0.3516805065,-0.7348092973
0.3486189042,-0.7395422176
0.3455488392,-0.7442571854
0.3424704766,-0.7489542816
0.3393839794,-0.7536335879
0.3362895077,-0.7582951863
0.3331872197,-0.7629391596
0.3300772707,-0.7675655909
0.3269598141,-0.7721745637
0.3238350006,-0.7767661620
0.3207029789,-0.7813404702
0.3175638951,-0.7858975729
0.3144178933,-0.7904375551
0.3112651152,-0.7949605020
0.3081057005,-0.7994664991
0.3049397866,-0.8039556321
0.3017675086,-0.8084279868
0.2985889999,-0.8128836493
0.2954043914,-0.8173227057
0.2922138121,-0.8217452423
0.2890173890,-0.8261513453
0.2858152471,-0.8305411011
0.2826075093,-0.8349145962
0.2793942968,-0.8392719168
0.2761757285,-0.8436131495
0.2729519217,-0.8479383804
0.2697229917,-0.8522476960
0.2664890521,-0.8565411824
0.2632502144,-0.8608189257
0.2600065886,-0.8650810120
0.2567582827,-0.8693275271
0.2535054032,-0.8735585567
0.2502480546,-0.8777741864
0.2469863400,-0.8819745016
0.2437203606,-0.8861595874
0.2404502160,-0.8903295289
0.2371760043,-0.8944844108
0.2338978219,-0.8986243178
0.2306157637,-0.9027493339
0.2273299230,-0.9068595434
0.2240403915,-0.9109550299
0.2207472597,-0.9150358770
0.2174506162,-0.9191021679
0.2141505485,-0.9231539855
0.2108471425,-0.9271914124
0.2075404827,-0.9312145309
0.2042306522,-0.9352234229
0.2009177328,-0.9392181701
0.1976018050,-0.9431988538
0.1942829478,-0.9471655550
0.1909612390,-0.9511183542
0.1876367551,-0.9550573316
0.1843095715,-0.9589825672
0.1809797620,-0.9628941405
0.1776473995,-0.9667921305
0.1743125556,-0.9706766160
0.1709753006,-0.9745476754
0.1676357038,-0.9784053867
0.1642938333,-0.9822498273
0.1609497561,-0.9860810746
0.1576035379,-0.9898992051
0.1542552435,-0.9937042954
0.1509049366,-0.9974964214
0.1475526799,-1.0012756585
0.1441985349,-1.0050420820
0.1408425622,-1.0087957665
0.1374848213,-1.0125367864
0.1341253708,-1.0162652154
0.1307642682,-1.0199811271
0.1274015703,-1.0236845944
0.1240373327,-1.0273756899
0.1206716100,-1.0310544859
0.1173044563,-1.0347210539
0.1139359244,-1.0383754654
0.1105660664,-1.0420177913
0.1071949335,-1.0456481018
0.1038225761,-1.0492664671
0.1004490435,-1.0528729568
0.0970743846,-1.0564676399
0.0936986471,-1.0600505852
0.0903218781,-1.0636218609
0.0869441239,-1.0671815350
0.0835654300,-1.0707296748
0.0801858412,-1.0742663472
0.0768054014,-1.0777916190
0.0734241538,-1.0813055560
0.0700421411,-1.0848082242
0.0666594049,-1.0882996886
